folder_name,name,coordinates,LineString,Point,Polygon,description,styleUrl
Bilhah,Bilhah / Arak Ismain,"35.025793,31.763715",,,,another name for Baalah 1,#landpoint
Bilhah,Bilhah / Bayt Itab,"35.052967,31.734836",,,,another name for Baalah 1,#landpoint
Bilhah,Bilhah / Tel Malhata,"35.0258,31.2172",,,,another name for Baalah 1,#landpoint
Bilhah,Bilhah / Horbat Tayyav,"35.14909,31.30283",,,,another name for Baalah 1,#landpoint
Bilhah,Bilhah / Tel Masos,"34.958277,31.212285",,,,another name for Baalah 1,#landpoint
Bilhah,Bilhah / Tel Ira,"34.9867,31.2328",,,,another name for Baalah 1,#landpoint
Bilhah,Bilhah / Horbat Uza,"35.165672,31.209188",,,,another name for Baalah 1,#landpoint
Bilhah,Bilhah / Mughar,"34.785833,31.841389",,,,another name for Baalah 1,#landpoint
Bilhah,Bilhah / Nahal Avnon Fortress,"34.93972,30.992902",,,,another name for Baalah 1,#landpoint
Bilhah,Bilhah / Qatra,"34.777744,31.822936",,,,another name for Baalah 1,#landpoint
Bilhah,Bilhah / En Hazeva,"35.2459,30.8087",,,,another name for Baalah 1,#landpoint
Bithynia,Bithynia (90% confidence),,,,,,#landisobands
Bithynia,Bithynia (80% confidence),,,,,,#landisobands
Bithynia,Bithynia (70% confidence),,,,,,#landisobands
Bithynia,Bithynia (60% confidence),,,,,,#landisobands
Bithynia,Bithynia (50% confidence),,,,,,#landisobands
Bithynia,Bithynia (40% confidence),,,,,,#landisobands
Bithynia,Bithynia (30% confidence),,,,,,#landisobands
Bithynia,Bithynia (20% confidence),,,,,,#landisobands
Bithynia,Bithynia (10% confidence),,,,,,#landisobands
Bithynia,Bithynia,"31,40.5",,,,,#landrepresentativepoint
Bochim (Bokim),Bochim / Beitin,"35.241389,31.922778",,,,another name for Bethel 1,#landpoint
Bochim (Bokim),Bochim / Al Bira,"35.214958,31.905142",,,,another name for Bethel 1,#landpoint
Bochim (Bokim),Bochim / Burj Beitin,"35.245478,31.921866",,,,another name for Bethel 1,#landpoint
Bochim (Bokim),Bochim / within 1 km of Beitin,,,,,another name for Allon-bacuth,#region
Bochim (Bokim),Bochim / within 1 km of Beitin,"35.241389,31.922778",,,,another name for Allon-bacuth,#landrepresentativepoint
Bochim (Bokim),Bochim / within 1 km of Al Bira,,,,,another name for Allon-bacuth,#region
Bochim (Bokim),Bochim / within 1 km of Al Bira,"35.214958,31.905142",,,,another name for Allon-bacuth,#landrepresentativepoint
Bochim (Bokim),Bochim / within 1 km of Burj Beitin,,,,,another name for Allon-bacuth,#region
Bochim (Bokim),Bochim / within 1 km of Burj Beitin,"35.245478,31.921866",,,,another name for Allon-bacuth,#landrepresentativepoint
"Bor-ashan (Chorashan, Chor-ashan)",Bor-ashan / Khirbet Asan,"34.797404,31.281372",,,,another name for Ashan,#landpoint
"Bor-ashan (Chorashan, Chor-ashan)",Bor-ashan / Tell Beit Mirsim,"34.9098,31.4558",,,,another name for Ashan,#landpoint
"Bor-ashan (Chorashan, Chor-ashan)",Bor-ashan / Tel Goded,"34.916611,31.633361",,,,another name for Ashan,#landpoint
"Bor-ashan (Chorashan, Chor-ashan)",Bor-ashan / Khirbet Muleh,"34.646389,31.29",,,,another name for Ashan,#landpoint
Bozez,Bozez,"35.287147,31.857165",,,,,#landpoint
Bozkath,Bozkath / Ed Dawaimeh,"34.913176,31.536874",,,,,#landpoint
Bozrah 1,Bozrah 1 / Buseira,"35.603919,30.745843",,,,,#landpoint
Bozrah 2,Bozrah 2 / Umm el Amad,"35.90168,31.78603",,,,another name for Bezer,#landpoint
Bozrah 2,Bozrah 2 / Tall Jalul,"35.856843,31.71663",,,,another name for Bezer,#landpoint
Bozrah 2,Bozrah 2 / Umm el Amad,"35.90168,31.78603",,,,,#landpoint
Bozrah 2,Bozrah 2 / Barazen,"35.869,31.7862",,,,,#landpoint
Broad Wall,Broad Wall,"35.231889,31.776083",,,,,#landpoint
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Wadi al Arish,"34.154122,30.69379 34.148142,30.698494 34.147477,30.700917 34.148496,30.704775 34.144886,30.711701 34.139591,30.718638 34.132258,30.725344 34.129441,30.729932 34.131494,30.738243 34.123835,30.753658 34.127318,30.761043 34.13206,30.776941 34.150931,30.791682 34.153736,30.804912 34.152242,30.809607 34.153487,30.814638 34.152907,30.817678 34.14308,30.826781 34.129476,30.834022 34.124047,30.83487 34.118961,30.839531 34.108447,30.840102 34.104821,30.84375 34.107245,30.846569 34.106301,30.849553 34.098147,30.84959 34.096216,30.857032 34.088363,30.861232 34.087826,30.864805 34.085466,30.867126 34.082591,30.867844 34.079799,30.867022 34.078763,30.868448 34.074587,30.868665 34.073053,30.872046 34.068173,30.876526 34.067817,30.880666 34.06652,30.882105 34.053471,30.882336 34.041323,30.888451 34.032656,30.887983 34.030346,30.889401 34.030283,30.891821 34.029124,30.892889 34.026619,30.893477 34.025213,30.892482 34.026476,30.890794 34.026007,30.88848 34.018934,30.887306 34.014179,30.894965 33.999781,30.896291 33.998472,30.897028 33.996455,30.901704 33.984525,30.908645 33.979032,30.915678 33.972358,30.917058 33.955943,30.924127 33.943412,30.935484 33.941052,30.943637 33.934378,30.952378 33.932147,30.953243 33.925323,30.952857 33.916847,30.954734 33.913908,30.961193 33.901226,30.96973 33.897707,30.969546 33.890345,30.980861 33.872685,30.98448 33.872407,30.992073 33.862963,30.99884 33.862741,31.002324 33.865737,31.009537 33.864747,31.010787 33.86149,31.011334 33.857439,31.016213 33.855641,31.030012 33.852385,31.037401 33.849831,31.039042 33.843956,31.039566 33.842119,31.042111 33.832753,31.046977 33.830578,31.051397 33.835658,31.058628 33.836244,31.061954 33.831177,31.062947 33.827542,31.066373 33.821498,31.068593 33.81703,31.072108 33.813838,31.077564 33.813955,31.079974 33.816219,31.083457 33.81445,31.093227 33.815024,31.098838 33.813695,31.100489 33.806504,31.098214 33.803404,31.101694 33.803091,31.10378 33.80739,31.110349 33.808692,31.116963 33.811298,31.122505 33.813122,31.136879 33.806509,31.146249",,,,,#water
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Wadi al Arish,"33.80649,31.145708",,,,,#waterrepresentativepoint
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Nahal HaBesor,"34.750294,30.899342 34.745579,30.904282 34.734178,30.897364 34.732597,30.903085 34.727275,30.903508 34.72513,30.908498 34.712371,30.910625 34.709101,30.917898 34.699696,30.920543 34.700175,30.92524 34.719098,30.925481 34.721348,30.92805 34.713049,30.932907 34.702378,30.934017 34.703782,30.942654 34.697058,30.947966 34.692638,30.95794 34.692393,30.977743 34.700101,30.99527 34.695243,31.002334 34.697016,31.013262 34.684998,31.024699 34.684276,31.03129 34.677801,31.035802 34.67976,31.046796 34.672929,31.050567 34.674193,31.057361 34.664126,31.058307 34.657624,31.064079 34.656445,31.075966 34.650444,31.083509 34.655002,31.091798 34.649161,31.096964 34.653318,31.106173 34.641474,31.118371 34.644988,31.126202 34.64338,31.13041 34.624651,31.137474 34.625853,31.148199 34.619569,31.152347 34.61943,31.162139 34.614665,31.163113 34.615745,31.172374 34.607828,31.180515 34.594255,31.182574 34.584747,31.190043 34.567967,31.191735 34.562679,31.196018 34.551649,31.198193 34.544846,31.208304 34.538034,31.210203 34.535037,31.217376 34.528822,31.216868 34.525129,31.222068 34.522669,31.220739 34.511737,31.225835 34.505731,31.23651 34.49328,31.243639 34.492674,31.249919 34.498064,31.2513 34.499305,31.25695 34.493047,31.260282 34.496895,31.262852 34.492806,31.271467 34.488773,31.270246 34.491392,31.278709 34.483495,31.281204 34.488712,31.28478 34.485256,31.287471 34.484525,31.295433 34.485555,31.3079 34.489775,31.308825 34.489731,31.316047 34.47897,31.332832 34.480062,31.342214 34.476114,31.346172 34.476285,31.351157 34.467874,31.355701 34.46657,31.363217 34.449176,31.388275 34.43622,31.39263 34.435686,31.403957 34.427532,31.412168 34.434077,31.418381 34.424978,31.419997 34.428295,31.424592 34.426277,31.428758 34.415484,31.432525 34.420034,31.435348 34.411269,31.450567 34.414059,31.456508 34.402402,31.459388 34.398119,31.466406 34.375285,31.463877",,,,,#water
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Nahal HaBesor,"34.37568,31.46423",,,,,#waterrepresentativepoint
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Nile River,"32.50641,15.64124 32.56511,16.15133 32.71356,16.38777 32.95192,16.55592 33.11583,16.52307 33.64297,16.83735 33.72145,16.98361 33.73357,17.29374 33.87965,17.42427 33.97344,17.6496 33.98393,18.00857 33.93325,18.25404 33.80148,18.31479 33.67353,18.49584 33.68565,18.69568 33.56111,18.73881 33.58701,19.1089 33.41389,19.27437 33.3283,19.52937 32.88425,19.45702 32.38153,18.92093 32.04448,18.82381 32.03232,18.61076 31.86211,18.55957 31.52533,18.08251 31.21433,17.98326 30.76226,18.15564 30.69645,18.48917 30.57768,18.59205 30.47161,18.87864 30.4935,19.24645 30.29591,19.93647 30.548,19.94806 30.58044,20.29215 30.38709,20.34491 30.34188,20.42713 30.28905,20.58492 30.32506,20.79066 30.53899,20.8389 30.58358,21.01854 30.69735,21.07635 30.65834,21.18687 30.98839,21.40132 30.95816,21.48728 31.17366,21.66365 31.43225,22.17585 32.1137,22.73589 32.20964,22.74464 32.29427,22.6215 32.38727,22.62304 32.94577,23.31672 32.87144,23.59294 32.92323,24.44909 32.86968,24.48453 32.93186,24.67286 32.88824,24.98288 32.56526,25.27726 32.46825,25.56172 32.76754,25.79133 32.76073,26.10578 32.63342,26.17901 32.27785,26.02442 32.12248,26.20443 32.02343,26.17474 31.99592,26.28987 31.80991,26.44018 31.80737,26.55024 31.70632,26.5437 31.70808,26.63279 31.52426,26.78297 31.30078,27.15568 31.12483,27.20777 30.84795,27.45684 30.89596,27.78379 30.82839,27.82289 30.86746,27.96484 30.74305,28.14557 30.73948,28.30098 30.84407,28.44511 30.92729,28.87826 31.22548,29.24542 31.29308,29.84911 31.21135,30.12366 30.82031,30.33869 30.8769,30.37565 30.76263,30.71801 30.81216,30.81963 30.76271,30.82173 30.76053,30.99229 30.52221,31.19948 30.51972,31.32732 30.37128,31.45895",,,,another name for the Shihor 1,#water
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Nile River,"30.3667,31.4653",,,,another name for the Shihor 1,#waterrepresentativepoint
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Pelusiac branch of the Nile,"31.26686,29.897558 31.592265,30.310486 31.576991,30.628665 31.82892,30.805284 32.562827,31.083443",,,,another name for the Shihor 1,#water
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Pelusiac branch of the Nile,"32.546139,31.042512",,,,another name for the Shihor 1,#waterrepresentativepoint
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Wadi al Arish,"34.154122,30.69379 34.148142,30.698494 34.147477,30.700917 34.148496,30.704775 34.144886,30.711701 34.139591,30.718638 34.132258,30.725344 34.129441,30.729932 34.131494,30.738243 34.123835,30.753658 34.127318,30.761043 34.13206,30.776941 34.150931,30.791682 34.153736,30.804912 34.152242,30.809607 34.153487,30.814638 34.152907,30.817678 34.14308,30.826781 34.129476,30.834022 34.124047,30.83487 34.118961,30.839531 34.108447,30.840102 34.104821,30.84375 34.107245,30.846569 34.106301,30.849553 34.098147,30.84959 34.096216,30.857032 34.088363,30.861232 34.087826,30.864805 34.085466,30.867126 34.082591,30.867844 34.079799,30.867022 34.078763,30.868448 34.074587,30.868665 34.073053,30.872046 34.068173,30.876526 34.067817,30.880666 34.06652,30.882105 34.053471,30.882336 34.041323,30.888451 34.032656,30.887983 34.030346,30.889401 34.030283,30.891821 34.029124,30.892889 34.026619,30.893477 34.025213,30.892482 34.026476,30.890794 34.026007,30.88848 34.018934,30.887306 34.014179,30.894965 33.999781,30.896291 33.998472,30.897028 33.996455,30.901704 33.984525,30.908645 33.979032,30.915678 33.972358,30.917058 33.955943,30.924127 33.943412,30.935484 33.941052,30.943637 33.934378,30.952378 33.932147,30.953243 33.925323,30.952857 33.916847,30.954734 33.913908,30.961193 33.901226,30.96973 33.897707,30.969546 33.890345,30.980861 33.872685,30.98448 33.872407,30.992073 33.862963,30.99884 33.862741,31.002324 33.865737,31.009537 33.864747,31.010787 33.86149,31.011334 33.857439,31.016213 33.855641,31.030012 33.852385,31.037401 33.849831,31.039042 33.843956,31.039566 33.842119,31.042111 33.832753,31.046977 33.830578,31.051397 33.835658,31.058628 33.836244,31.061954 33.831177,31.062947 33.827542,31.066373 33.821498,31.068593 33.81703,31.072108 33.813838,31.077564 33.813955,31.079974 33.816219,31.083457 33.81445,31.093227 33.815024,31.098838 33.813695,31.100489 33.806504,31.098214 33.803404,31.101694 33.803091,31.10378 33.80739,31.110349 33.808692,31.116963 33.811298,31.122505 33.813122,31.136879 33.806509,31.146249",,,,another name for the Shihor 1,#water
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Wadi al Arish,"33.80649,31.145708",,,,another name for the Shihor 1,#waterrepresentativepoint
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Pelusiac branch of the Nile,"31.26686,29.897558 31.592265,30.310486 31.576991,30.628665 31.82892,30.805284 32.562827,31.083443",,,,,#water
"Brook of Egypt (Wadi of Egypt, Stream of Egypt, Egypt)",Brook of Egypt / Pelusiac branch of the Nile,"32.546139,31.042512",,,,,#waterrepresentativepoint
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / Wadi al Hasa,"35.985014,30.810678 35.974958,30.824487 35.961596,30.830619 35.948062,30.831455 35.936363,30.839798 35.925404,30.843365 35.924527,30.849493 35.914255,30.862898 35.918338,30.871398 35.91363,30.874747 35.920791,30.876255 35.923141,30.881392 35.898857,30.884941 35.894595,30.879713 35.889742,30.879088 35.88919,30.892689 35.878455,30.896404 35.872704,30.89429 35.873895,30.886049 35.870375,30.884453 35.866435,30.886582 35.864414,30.889325 35.868412,30.904303 35.857975,30.903571 35.85031,30.905773 35.844164,30.916284 35.837905,30.921161 35.838989,30.92617 35.843509,30.92967 35.84224,30.934474 35.824074,30.93298 35.820598,30.928264 35.814437,30.927981 35.809218,30.934113 35.800143,30.933493 35.800123,30.937862 35.794499,30.938638 35.784598,30.946074 35.779887,30.944448 35.774361,30.949291 35.771153,30.946118 35.772403,30.955862 35.758905,30.955453 35.75669,30.961514 35.744462,30.960852 35.739869,30.964217 35.732629,30.96432 35.712958,30.973337 35.708703,30.979307 35.700939,30.977444 35.698125,30.980725 35.694821,30.9784 35.690746,30.979284 35.68874,30.973773 35.683085,30.970074 35.678853,30.97774 35.672596,30.976259 35.674836,30.980227 35.66296,30.98791 35.652294,30.989012 35.64867,30.98607 35.641027,30.985419 35.637777,30.988952 35.630856,30.988633 35.628087,30.992412 35.619708,30.995747 35.61802,30.990576 35.610337,30.987668 35.586751,30.990505 35.587335,30.993606 35.583834,30.993862 35.582425,30.998089 35.577205,30.994086 35.575441,30.995859 35.571312,30.994719 35.570522,30.999463 35.561021,31.002165 35.55765,30.998404 35.554082,31.001743 35.547934,30.999597 35.546192,31.003157 35.548279,31.010818 35.538774,31.014029 35.537077,31.017455 35.533831,31.015171 35.526174,31.015462 35.509818,31.006989 35.506741,31.008505 35.506098,31.005011 35.502355,31.004517 35.499689,31.008795 35.495473,31.009315 35.496458,31.014855 35.492235,31.015254 35.476261,31.028189 35.47299,31.045356 35.465225,31.050405 35.466235,31.057245 35.457299,31.069013 35.45645,31.075737",,,,another name for the Zered,#water
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / Wadi al Hasa,"35.48533,31.02701",,,,another name for the Zered,#waterrepresentativepoint
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / Wadi Kofrein,"35.79156,31.89196 35.78772,31.89073 35.78563,31.88753 35.78206,31.88761 35.78151,31.8861 35.77709,31.88534 35.77447,31.88243 35.77334,31.88265 35.77024,31.88109 35.76831,31.88153 35.76729,31.88029 35.7654,31.88049 35.76456,31.87958 35.76097,31.88161 35.76027,31.8807 35.75806,31.8804 35.7579,31.8794 35.75572,31.87821 35.75419,31.87841 35.75266,31.8768 35.74895,31.87625 35.74531,31.87853 35.74413,31.87774 35.7431,31.87869 35.74126,31.87695 35.73769,31.87684 35.73582,31.876 35.73459,31.87674 35.73409,31.87857 35.73118,31.8808 35.72797,31.88151 35.72631,31.8809 35.72552,31.88202 35.72481,31.88087 35.72348,31.88082 35.72253,31.87915 35.72013,31.87961 35.71778,31.87878 35.71469,31.88005 35.71161,31.87917 35.70804,31.87465 35.70691,31.87582 35.70137,31.87496 35.70082,31.87332 35.69853,31.87414 35.69768,31.87337 35.69514,31.87323 35.69218,31.87451 35.69083,31.87056 35.68535,31.86983 35.68394,31.86705 35.68199,31.86617 35.68125,31.86437 35.679,31.86233 35.6778,31.85958 35.67847,31.859 35.67608,31.85464 35.67848,31.84783 35.67479,31.84476 35.67342,31.84187 35.67095,31.84189 35.66796,31.83947 35.66468,31.84039 35.66035,31.8391 35.65933,31.84059 35.65707,31.83905 35.6539,31.84171 35.65095,31.84051 35.6446,31.8433 35.64306,31.84237 35.64199,31.84335 35.63981,31.84267 35.63761,31.84365 35.63577,31.84216 35.63215,31.84262 35.62891,31.84172 35.62412,31.8435 35.6199,31.84183 35.61764,31.84185 35.60685,31.83624 35.59937,31.83418 35.59793,31.8318 35.59598,31.83101 35.59415,31.82875 35.59115,31.82889 35.59013,31.82788 35.58425,31.82639 35.58206,31.82704 35.57867,31.82671 35.57606,31.82402 35.57403,31.82357 35.57219,31.82419 35.57163,31.8224 35.5692,31.82215 35.56691,31.81952 35.56429,31.81821 35.56311,31.81586 35.55304,31.80975 35.54991,31.80512 35.55007,31.80236 35.54643,31.8013",,,,,#water
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / Wadi Kofrein,"35.546667,31.801389",,,,,#waterrepresentativepoint
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / Wadi Qelt,"35.345646,31.835562 35.345641,31.836638 35.346865,31.839094 35.348449,31.838918 35.348514,31.840196 35.349915,31.840013 35.351587,31.841465 35.353025,31.840862 35.356985,31.841727 35.357191,31.840593 35.358835,31.840204 35.359358,31.837998 35.360142,31.838022 35.361487,31.841608 35.361394,31.842886 35.363682,31.843425 35.364205,31.843005 35.364,31.841703 35.369026,31.841398 35.369934,31.838728 35.371509,31.83822 35.372611,31.836594 35.375396,31.83584 35.37681,31.836494 35.378897,31.835306 35.381683,31.835973 35.383083,31.83472 35.385895,31.835328 35.387085,31.834537 35.392263,31.83483 35.394037,31.834244 35.39588,31.835953 35.397924,31.835888 35.399845,31.836533 35.400101,31.838006 35.401244,31.838517 35.404483,31.838143 35.404659,31.838779 35.403965,31.839481 35.404263,31.839958 35.406179,31.839125 35.407369,31.840127 35.408647,31.839313 35.41096,31.841016 35.410938,31.842681 35.412233,31.843564 35.412513,31.845002 35.414518,31.845095 35.414595,31.846218 35.416434,31.846574 35.41693,31.8475 35.41877,31.8478 35.419089,31.848782 35.42073,31.84837 35.423121,31.848857 35.424068,31.849531 35.425313,31.849531 35.425985,31.850448 35.428738,31.85012 35.430027,31.851271 35.431536,31.850925 35.432605,31.852076 35.438884,31.851468 35.440768,31.853083 35.441687,31.853016 35.444327,31.851359 35.445505,31.851986 35.451905,31.852903 35.453613,31.853857 35.456135,31.852894 35.462998,31.853885 35.464837,31.852875 35.46715,31.853043 35.468351,31.850938 35.47084,31.849619 35.472372,31.849478 35.474729,31.847457 35.478738,31.847289 35.483299,31.842713 35.488663,31.843322 35.490073,31.844733 35.493532,31.845472 35.496896,31.844605 35.500765,31.845424 35.501821,31.844164 35.504066,31.844857 35.506899,31.844471 35.507781,31.844221 35.508436,31.842961 35.511336,31.843574 35.515399,31.838919 35.516053,31.837114 35.518766,31.835933 35.519969,31.834083 35.522655,31.833844 35.52601,31.831869 35.528602,31.83188 35.530179,31.830915 35.530553,31.829779 35.536241,31.82857 35.537136,31.826379 35.54035,31.82501 35.540938,31.822898 35.542902,31.82114",,,,,#water
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / Wadi Qelt,"35.4143,31.8443",,,,,#waterrepresentativepoint
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / between the Dead Sea and the Gulf of Aqaba,,,,,,#region
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / between the Dead Sea and the Gulf of Aqaba,"35.151389,30.416944",,,,,#landrepresentativepoint
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / Wadi al Hasa,"35.985014,30.810678 35.974958,30.824487 35.961596,30.830619 35.948062,30.831455 35.936363,30.839798 35.925404,30.843365 35.924527,30.849493 35.914255,30.862898 35.918338,30.871398 35.91363,30.874747 35.920791,30.876255 35.923141,30.881392 35.898857,30.884941 35.894595,30.879713 35.889742,30.879088 35.88919,30.892689 35.878455,30.896404 35.872704,30.89429 35.873895,30.886049 35.870375,30.884453 35.866435,30.886582 35.864414,30.889325 35.868412,30.904303 35.857975,30.903571 35.85031,30.905773 35.844164,30.916284 35.837905,30.921161 35.838989,30.92617 35.843509,30.92967 35.84224,30.934474 35.824074,30.93298 35.820598,30.928264 35.814437,30.927981 35.809218,30.934113 35.800143,30.933493 35.800123,30.937862 35.794499,30.938638 35.784598,30.946074 35.779887,30.944448 35.774361,30.949291 35.771153,30.946118 35.772403,30.955862 35.758905,30.955453 35.75669,30.961514 35.744462,30.960852 35.739869,30.964217 35.732629,30.96432 35.712958,30.973337 35.708703,30.979307 35.700939,30.977444 35.698125,30.980725 35.694821,30.9784 35.690746,30.979284 35.68874,30.973773 35.683085,30.970074 35.678853,30.97774 35.672596,30.976259 35.674836,30.980227 35.66296,30.98791 35.652294,30.989012 35.64867,30.98607 35.641027,30.985419 35.637777,30.988952 35.630856,30.988633 35.628087,30.992412 35.619708,30.995747 35.61802,30.990576 35.610337,30.987668 35.586751,30.990505 35.587335,30.993606 35.583834,30.993862 35.582425,30.998089 35.577205,30.994086 35.575441,30.995859 35.571312,30.994719 35.570522,30.999463 35.561021,31.002165 35.55765,30.998404 35.554082,31.001743 35.547934,30.999597 35.546192,31.003157 35.548279,31.010818 35.538774,31.014029 35.537077,31.017455 35.533831,31.015171 35.526174,31.015462 35.509818,31.006989 35.506741,31.008505 35.506098,31.005011 35.502355,31.004517 35.499689,31.008795 35.495473,31.009315 35.496458,31.014855 35.492235,31.015254 35.476261,31.028189 35.47299,31.045356 35.465225,31.050405 35.466235,31.057245 35.457299,31.069013 35.45645,31.075737",,,,another name for the Brook of the Willows,#water
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / Wadi al Hasa,"35.48533,31.02701",,,,another name for the Brook of the Willows,#waterrepresentativepoint
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / Wadi Qelt,"35.345646,31.835562 35.345641,31.836638 35.346865,31.839094 35.348449,31.838918 35.348514,31.840196 35.349915,31.840013 35.351587,31.841465 35.353025,31.840862 35.356985,31.841727 35.357191,31.840593 35.358835,31.840204 35.359358,31.837998 35.360142,31.838022 35.361487,31.841608 35.361394,31.842886 35.363682,31.843425 35.364205,31.843005 35.364,31.841703 35.369026,31.841398 35.369934,31.838728 35.371509,31.83822 35.372611,31.836594 35.375396,31.83584 35.37681,31.836494 35.378897,31.835306 35.381683,31.835973 35.383083,31.83472 35.385895,31.835328 35.387085,31.834537 35.392263,31.83483 35.394037,31.834244 35.39588,31.835953 35.397924,31.835888 35.399845,31.836533 35.400101,31.838006 35.401244,31.838517 35.404483,31.838143 35.404659,31.838779 35.403965,31.839481 35.404263,31.839958 35.406179,31.839125 35.407369,31.840127 35.408647,31.839313 35.41096,31.841016 35.410938,31.842681 35.412233,31.843564 35.412513,31.845002 35.414518,31.845095 35.414595,31.846218 35.416434,31.846574 35.41693,31.8475 35.41877,31.8478 35.419089,31.848782 35.42073,31.84837 35.423121,31.848857 35.424068,31.849531 35.425313,31.849531 35.425985,31.850448 35.428738,31.85012 35.430027,31.851271 35.431536,31.850925 35.432605,31.852076 35.438884,31.851468 35.440768,31.853083 35.441687,31.853016 35.444327,31.851359 35.445505,31.851986 35.451905,31.852903 35.453613,31.853857 35.456135,31.852894 35.462998,31.853885 35.464837,31.852875 35.46715,31.853043 35.468351,31.850938 35.47084,31.849619 35.472372,31.849478 35.474729,31.847457 35.478738,31.847289 35.483299,31.842713 35.488663,31.843322 35.490073,31.844733 35.493532,31.845472 35.496896,31.844605 35.500765,31.845424 35.501821,31.844164 35.504066,31.844857 35.506899,31.844471 35.507781,31.844221 35.508436,31.842961 35.511336,31.843574 35.515399,31.838919 35.516053,31.837114 35.518766,31.835933 35.519969,31.834083 35.522655,31.833844 35.52601,31.831869 35.528602,31.83188 35.530179,31.830915 35.530553,31.829779 35.536241,31.82857 35.537136,31.826379 35.54035,31.82501 35.540938,31.822898 35.542902,31.82114",,,,another name for the Brook of the Willows,#water
"Brook of the Arabah (Wadi Arabah, Arabah Valley, Valley of the Arabah)",Brook of the Arabah / Wadi Qelt,"35.4143,31.8443",,,,another name for the Brook of the Willows,#waterrepresentativepoint
